,purchase_price,sale_price,purchase_q_since_1970,sale_q_since_1970
12601,662,670,43,53
12602,327,450,12,22
12603,259,480,8,31
12604,670,740,19,28
12605,304,685,3,37
12606,300,795,5,57
12607,400,435,15,17
12608,300,350,21,36
12609,583,795,32,44
12610,580,580,63,64
12611,270,660,3,40
12612,399,550,14,30
12613,450,555,23,32
12614,405,530,15,31
12615,300,379,29,31
12616,200,540,1,37
12617,540,600,36,55
12618,475,500,57,58
12619,325,325,26,29
12620,510,560,5,9
12621,330,650,29,61
12622,220,360,22,39
12623,389,405,13,17
12624,448,465,7,10
12625,276,650,5,39
12626,297,430,5,23
12627,500,550,34,44
12628,469,635,33,47
12629,915,1050,14,24
12630,310,440,32,39
12631,450,679,25,36
12632,450,679,24,57
12633,1015,1050,39,53
12634,203,260,6,28
12635,415,629,17,32
12636,362,645,13,34
12637,505,740,27,61
12638,465,535,17,29
12639,454,730,21,45
12640,274,365,1,13
12641,269,550,6,64
12642,290,460,8,29
12643,568,770,27,36
12644,540,1150,14,53
12645,400,555,16,27
12646,375,850,9,37
12647,775,830,57,65
12648,176,419,10,57
12649,630,670,39,53
12650,620,620,63,64
12651,275,515,1,30
12652,408,700,24,54
12653,360,510,24,35
12654,299,320,39,56
12655,615,715,31,35
12656,390,625,25,53
12657,915,1140,37,43
12658,470,580,24,33
12659,310,760,2,43
12660,350,450,23,33
12661,275,430,12,33
12662,335,640,6,32
12663,355,795,2,33
12664,390,409,30,33
12665,409,560,33,44
12666,310,340,8,13
12667,210,479,9,62
12668,278,695,15,53
12669,340,611,17,37
12670,570,620,31,33
12671,310,620,24,64
12672,500,1000,9,59
12673,480,590,29,33
12674,225,325,13,34
12675,340,550,23,35
12676,550,635,35,46
12677,390,410,35,39
12678,290,470,26,36
12679,589,589,57,58
12680,565,879,27,65
12681,319,367,23,31
12682,292,840,9,60
12683,315,360,11,28
12684,515,725,22,37
12685,460,640,24,34
12686,288,375,5,13
12687,200,340,21,37
12688,420,440,36,45
12689,420,470,17,29
12690,250,470,27,51
12691,168,185,25,36
12692,185,265,36,51
12693,443,850,6,43
12694,527,779,25,58
12695,215,270,16,33
12696,310,375,2,33
12697,410,550,13,25
12698,355,388,6,14
12699,258,350,3,14
12700,210,310,19,35
12701,942,1470,21,31
12702,380,615,13,30
12703,230,330,15,32
12704,308,445,4,21
12705,230,449,22,35
12706,220,269,13,29
12707,330,625,13,34
12708,630,630,61,62
12709,175,370,9,39
12710,279,325,20,28
12711,325,460,28,35
12712,309,400,20,33
12713,285,495,25,55
12714,570,785,26,47
12715,395,395,23,24
12716,225,395,4,35
12717,420,460,45,51
12718,242,575,3,36
12719,310,410,6,20
12720,449,639,31,36
12721,300,715,10,53
12722,365,440,20,26
12723,440,640,25,32
12724,500,640,12,31
12725,1114,1500,28,35
12726,240,400,9,32
12727,400,580,2,23
12728,235,550,14,63
12729,165,250,12,38
12730,268,355,28,32
12731,369,580,5,28
12732,275,415,14,26
12733,380,500,18,30
12734,279,680,13,44
12735,640,680,45,54
12736,452,870,13,52
12737,369,433,3,14
12738,240,362,6,25
12739,149,369,3,46
12740,430,575,12,54
12741,480,560,38,56
12742,249,525,13,64
12743,1380,1650,26,36
12744,215,465,12,58
12745,679,840,23,32
12746,650,710,33,35
12747,230,385,6,34
12748,140,250,9,47
12749,235,500,11,35
12750,635,1000,32,55
12751,204,489,11,43
12752,185,385,13,59
12753,590,680,32,38
12754,180,220,27,35
12755,200,350,2,28
12756,410,455,20,25
12757,305,440,28,34
12758,165,209,5,15
12759,215,250,13,23
12760,419,423,59,60
12761,377,630,29,51
12762,480,640,31,54
12763,330,478,3,19
12764,478,490,19,25
12765,370,825,11,53
12766,520,610,36,53
12767,350,405,26,36
12768,1170,1260,31,36
12769,579,579,35,36
12770,240,350,14,27
12771,555,600,53,66
12772,430,620,33,65
12773,209,350,35,61
12774,475,490,10,15
12775,375,500,18,29
12776,180,250,7,35
12777,159,445,17,60
12778,1750,1750,35,37
12779,359,520,57,58
12780,349,610,11,32
12781,390,585,26,33
12782,2030,2500,35,62
12783,690,784,33,52
12784,245,335,13,31
12785,335,640,31,55
12786,410,720,2,34
12787,215,250,11,37
12788,350,550,32,58
12789,545,626,30,31
12790,695,820,36,60
12791,282,460,30,45
12792,490,1130,17,66
12793,490,725,27,35
12794,569,740,59,60
12795,750,933,33,61
12796,162,450,6,53
12797,265,529,26,53
12798,400,440,47,58
12799,284,540,13,36
12800,255,325,23,30
12801,665,755,35,39
12802,730,925,33,46
12803,290,330,4,11
12804,250,250,8,9
12805,310,400,5,22
12806,750,835,41,54
12807,520,780,11,33
12808,465,1050,13,64
12809,570,1160,13,46
12810,265,335,11,24
12811,905,931,61,63
12812,285,383,10,26
12813,269,270,35,47
12814,350,350,58,60
12815,415,480,13,23
12816,805,830,36,39
12817,360,950,7,62
12818,315,540,32,39
12819,263,380,2,34
12820,590,700,21,30
12821,241,400,9,35
12822,470,820,9,35
12823,240,335,8,30
12824,235,315,32,37
12825,1820,1830,63,65
12826,360,360,9,12
12827,320,545,14,38
12828,168,315,22,38
12829,180,290,17,38
12830,663,725,33,35
12831,223,470,16,37
12832,960,960,34,35
12833,512,530,36,43
12834,477,579,32,49
12835,270,389,29,32
12836,225,475,8,37
12837,232,430,11,33
12838,309,645,15,54
12839,865,970,36,46
12840,167,290,12,29
12841,290,329,29,36
12842,425,540,11,27
12843,360,460,22,34
12844,200,300,3,30
12845,240,375,26,39
12846,400,540,33,46
12847,450,450,35,36
12848,315,419,4,18
12849,270,480,28,54
12850,320,579,26,39
12851,219,450,21,54
12852,360,445,3,18
12853,430,470,18,25
12854,375,629,30,43
12855,1285,1379,30,33
12856,420,680,26,43
12857,420,660,30,64
12858,304,370,5,30
12859,223,255,8,28
12860,489,639,32,53
12861,215,249,15,22
12862,560,565,34,35
12863,230,665,10,55
12864,310,360,10,20
12865,250,450,5,29
12866,502,605,33,46
12867,520,623,36,49
12868,235,260,15,23
12869,305,610,13,61
12870,224,300,11,35
12871,215,519,10,53
12872,415,735,9,39
12873,1418,1418,63,65
12874,245,275,11,22
12875,647,900,33,62
12876,190,225,22,44
12877,484,620,35,51
12878,543,685,36,62
12879,350,559,61,62
12880,541,542,30,31
12881,600,605,33,36
12882,550,940,17,37
12883,480,535,22,26
12884,450,635,14,26
12885,635,720,26,46
12886,160,260,9,36
12887,203,400,14,55
12888,420,800,14,40
12889,800,800,40,44
12890,431,580,30,35
12891,189,251,23,47
12892,450,450,58,59
12893,159,379,30,60
12894,190,295,4,29
12895,295,459,29,38
12896,470,610,29,39
12897,360,520,31,36
12898,360,700,8,52
12899,300,415,9,27
12900,415,600,27,43
12901,1495,1495,42,50
12902,335,540,11,29
12903,392,625,25,37
12904,179,240,5,20
12905,295,350,17,23
12906,350,355,23,27
12907,590,640,30,56
12908,345,580,23,38
12909,390,689,23,55
12910,241,569,13,46
12911,415,425,34,37
12912,947,1020,20,25
12913,325,730,6,37
12914,425,580,19,29
12915,615,670,59,60
12916,430,670,17,43
12917,370,470,46,54
12918,239,495,28,45
12919,155,170,18,39
12920,200,470,2,44
12921,899,899,44,46
12922,770,1235,13,30
12923,370,382,48,53
12924,335,525,6,31
12925,525,645,31,46
12926,380,420,14,18
12927,299,310,32,39
12928,305,335,3,10
12929,335,482,10,26
12930,299,500,6,31
12931,182,285,3,46
12932,850,1250,35,44
12933,220,229,19,21
12934,655,995,21,43
12935,180,399,10,35
12936,370,450,22,26
12937,650,650,37,38
12938,640,760,30,34
12939,978,1097,61,63
12940,410,475,18,26
12941,620,660,36,39
12942,395,459,33,38
12943,195,309,4,26
12944,215,685,9,35
12945,225,300,23,34
12946,292,740,6,52
12947,315,365,10,20
12948,314,330,8,27
12949,185,185,31,33
12950,330,520,8,30
12951,550,775,27,35
12952,1112,1193,60,62
12953,162,215,4,31
12954,355,500,12,29
12955,680,950,29,55
12956,180,245,5,27
12957,435,699,29,64
12958,459,468,34,57
12959,335,640,14,39
12960,530,625,31,46
12961,300,390,3,23
12962,400,785,30,53
12963,1021,1293,62,66
12964,165,349,2,38
12965,282,310,10,17
12966,280,668,17,53
12967,265,359,25,34
12968,335,595,5,33
12969,560,600,37,38
12970,520,685,33,36
12971,630,670,58,63
12972,450,550,36,39
12973,615,739,39,53
12974,655,1175,23,50
12975,245,355,11,27
12976,365,473,6,21
12977,473,605,21,31
12978,370,430,10,20
12979,330,455,5,22
12980,455,670,22,47
12981,249,325,7,16
12982,228,329,1,29
12983,329,520,29,47
12984,184,235,12,30
12985,310,350,14,22
12986,350,370,22,30
12987,275,340,9,47
12988,1400,1400,63,66
12989,396,699,11,36
12990,230,280,22,51
12991,949,1133,62,63
12992,150,212,4,11
12993,320,600,27,62
12994,300,538,12,36
12995,520,970,18,39
12996,130,178,7,36
12997,340,530,6,23
12998,225,349,4,27
12999,340,490,10,30
13000,215,510,6,48
13001,171,400,11,61
13002,123,140,2,9
13003,560,710,28,39
13004,390,450,15,19
13005,195,450,17,48
13006,380,480,47,54
13007,233,529,14,53
13008,760,835,24,28
13009,450,450,42,44
13010,590,815,27,44
13011,415,650,2,36
13012,350,465,27,33
13013,295,645,26,54
13014,250,380,30,46
13015,975,975,56,60
13016,245,459,22,53
13017,345,520,14,30
13018,625,1215,5,34
13019,165,315,2,31
13020,287,316,2,24
13021,295,480,29,52
13022,351,440,32,35
13023,435,600,27,36
13024,279,545,13,38
13025,589,600,60,61
13026,470,571,33,51
13027,215,370,33,57
13028,140,235,14,47
13029,330,595,5,33
13030,225,275,2,24
13031,550,600,26,32
13032,625,830,9,26
13033,230,310,21,35
13034,415,990,1,39
13035,250,271,16,31
13036,1150,1600,36,46
13037,395,529,27,35
13038,850,850,64,65
13039,229,350,10,37
13040,225,350,11,26
13041,230,620,11,48
13042,640,780,10,22
13043,135,185,20,36
13044,489,575,37,46
13045,645,750,32,35
13046,150,245,22,47
13047,220,330,35,54
13048,325,545,9,31
13049,340,400,13,22
13050,210,210,22,24
13051,355,445,7,17
13052,574,680,37,58
13053,373,450,4,15
13054,385,1045,2,62
13055,142,170,13,28
13056,370,375,11,14
13057,415,415,53,54
13058,390,499,39,43
13059,285,365,3,10
13060,189,290,2,36
13061,390,430,51,56
13062,180,235,2,9
13063,440,620,30,35
13064,330,450,15,24
13065,450,680,24,51
13066,365,470,33,39
13067,400,735,15,38
13068,274,565,13,38
13069,375,570,24,32
13070,400,630,25,38
13071,410,590,18,33
13072,425,680,21,38
13073,440,565,24,32
13074,430,770,19,34
13075,505,690,12,27
13076,249,350,4,33
13077,280,290,7,24
13078,440,575,29,33
13079,295,385,23,31
13080,670,795,27,34
13081,450,650,29,44
13082,229,349,6,34
13083,224,450,22,47
13084,375,630,22,45
13085,825,875,37,38
13086,300,330,2,22
13087,230,280,10,27
13088,888,1210,26,54
13089,239,355,5,36
13090,249,600,3,63
13091,340,850,1,38
13092,385,685,8,29
13093,485,720,28,46
13094,375,625,14,34
13095,295,520,19,39
13096,395,395,29,30
13097,190,399,26,57
13098,600,805,32,36
13099,309,320,18,29
13100,425,635,26,39
13101,460,645,35,44
13102,320,320,58,59
13103,600,1025,22,47
13104,570,760,33,57
13105,490,490,59,60
13106,370,400,31,34
13107,320,651,17,37
13108,425,559,32,48
13109,585,670,33,44
13110,312,510,2,26
13111,510,520,26,28
13112,320,799,5,55
13113,226,350,4,31
13114,361,570,24,36
13115,293,297,23,25
13116,250,499,24,45
13117,600,880,24,52
13118,245,350,7,39
13119,305,499,23,36
13120,293,299,22,23
13121,287,370,25,33
13122,310,389,30,32
13123,385,560,16,35
13124,295,460,23,38
13125,379,399,14,17
13126,570,740,33,62
13127,335,340,27,28
13128,340,340,28,29
13129,420,645,17,53
13130,465,600,27,35
13131,271,650,1,44
13132,385,670,13,35
13133,400,600,22,39
13134,200,520,7,33
13135,525,1050,7,35
13136,740,1175,26,45
13137,845,875,39,44
13138,240,355,29,47
13139,560,784,26,53
13140,269,269,15,17
13141,334,338,27,33
13142,314,345,4,6
13143,345,445,6,26
13144,310,650,3,36
13145,265,269,18,19
13146,175,280,18,26
13147,285,425,7,27
13148,333,650,6,45
13149,490,540,26,30
13150,285,630,10,37
13151,1380,1640,31,50
13152,650,680,44,46
13153,315,467,5,27
13154,340,530,9,29
13155,335,470,10,31
13156,275,506,12,33
13157,633,680,34,54
13158,240,400,6,27
13159,545,1700,3,53
13160,333,415,6,37
13161,264,325,17,31
13162,360,400,7,25
13163,1050,1150,14,26
13164,330,385,7,18
13165,380,430,36,53
13166,360,600,36,54
13167,225,470,5,39
13168,452,615,29,43
13169,310,610,11,35
13170,420,470,19,27
13171,240,300,2,16
13172,300,655,16,53
13173,255,365,15,33
13174,295,410,8,25
13175,410,640,25,43
13176,380,455,33,43
13177,525,810,13,28
13178,325,650,8,36
13179,535,1110,7,58
13180,269,275,16,23
13181,455,540,31,39
13182,255,275,14,18
13183,255,269,11,17
13184,440,830,29,65
13185,340,502,9,31
13186,255,274,15,17
13187,249,290,4,9
13188,195,370,14,36
13189,325,740,7,36
13190,495,739,27,37
13191,520,820,22,39
13192,189,439,4,38
13193,715,900,15,23
13194,329,518,26,38
13195,435,480,44,52
13196,380,630,12,38
13197,700,789,35,38
13198,255,320,3,13
13199,505,580,11,18
13200,310,880,22,54
13201,390,500,19,31
13202,152,369,4,53
13203,190,220,13,20
13204,245,295,10,15
13205,275,630,26,53
13206,880,970,30,43
13207,390,419,36,38
13208,150,225,12,34
13209,330,430,34,38
13210,420,580,28,38
13211,150,250,5,43
13212,148,210,8,32
13213,163,375,11,53
13214,155,310,12,57
13215,460,634,33,46
13216,340,485,28,37
13217,146,190,5,31
13218,630,780,11,29
13219,165,250,3,43
13220,199,227,11,27
13221,300,300,34,38
13222,320,600,9,39
13223,350,355,11,18
13224,350,670,26,39
13225,200,200,11,23
13226,200,250,23,24
13227,245,595,2,37
13228,370,370,31,32
13229,700,700,57,61
13230,570,1030,4,34
13231,220,266,7,23
13232,315,339,20,21
13233,339,570,21,35
13234,365,430,32,33
13235,330,450,18,26
13236,190,315,9,39
13237,340,530,27,48
13238,157,175,11,23
13239,370,580,24,48
13240,171,229,21,32
13241,285,285,13,14
13242,251,370,16,53
13243,245,245,32,33
13244,320,400,35,47
13245,290,340,44,47
13246,200,360,6,63
13247,325,480,6,32
13248,265,345,17,29
13249,205,215,10,11
13250,147,175,7,24
13251,295,375,9,35
13252,535,750,30,56
13253,147,175,3,29
13254,175,195,29,34
13255,195,310,34,57
13256,470,639,31,61
13257,650,1100,29,52
13258,295,320,12,18
13259,322,457,26,35
13260,320,680,19,54
13261,330,450,24,30
13262,153,169,5,25
13263,185,350,30,57
13264,220,300,5,29
13265,212,300,28,51
13266,335,500,28,39
13267,200,330,3,33
13268,350,515,24,34
13269,152,220,9,35
13270,290,410,35,57
13271,519,590,36,49
13272,235,250,22,27
13273,189,389,26,54
13274,290,750,8,39
13275,200,420,31,39
13276,190,350,6,45
13277,270,560,21,39
13278,205,205,35,39
13279,335,336,56,57
13280,335,550,26,40
13281,385,545,28,38
13282,595,610,26,27
13283,610,680,27,28
13284,385,530,23,30
13285,330,385,17,23
13286,640,1280,16,45
13287,299,500,14,37
13288,135,350,23,44
13289,1350,1618,36,62
13290,530,800,7,26
13291,170,380,19,51
13292,349,415,15,24
13293,229,270,12,25
13294,185,260,6,38
13295,280,370,9,29
13296,450,700,27,39
13297,375,460,17,29
13298,355,370,17,27
13299,475,975,22,53
13300,280,394,13,27
13301,445,605,27,55
13302,430,630,26,33
13303,367,690,17,36
13304,300,750,17,53
13305,257,345,20,33
13306,355,415,4,6
13307,970,1070,4,23
13308,150,349,5,64
13309,180,310,22,39
13310,249,270,24,31
13311,355,489,31,62
13312,165,330,2,44
13313,290,675,11,49
13314,150,260,7,37
13315,495,540,11,16
13316,175,370,3,39
13317,350,495,25,30
13318,265,600,12,65
13319,407,487,31,34
13320,152,349,7,54
13321,180,360,13,35
13322,360,600,35,47
13323,370,470,10,29
13324,615,650,35,39
13325,230,279,30,37
13326,205,330,4,27
13327,288,470,14,33
13328,327,675,13,37
13329,224,270,3,26
13330,173,399,5,62
13331,299,300,39,46
13332,215,270,23,38
13333,410,630,30,65
13334,1115,1250,33,61
13335,405,540,29,32
13336,332,382,12,27
13337,480,1350,5,53
13338,499,685,17,30
13339,260,460,11,34
13340,139,300,3,57
13341,215,275,25,39
13342,440,490,37,39
13343,180,195,5,27
13344,233,420,23,48
13345,225,285,10,25
13346,186,450,5,56
13347,420,1320,19,55
13348,320,350,26,27
13349,269,325,11,15
13350,400,560,27,35
13351,480,565,28,33
13352,350,580,26,37
13353,470,550,29,32
13354,640,740,25,32
13355,602,800,12,27
13356,630,769,26,36
13357,272,435,5,21
13358,530,820,27,60
13359,415,500,25,35
13360,749,830,31,39
13361,839,1065,32,50
13362,766,875,32,43
13363,422,565,11,24
13364,1256,1310,39,48
13365,390,569,4,21
13366,373,430,24,30
13367,249,350,35,58
13368,220,245,7,21
13369,210,305,12,26
13370,320,600,24,35
13371,235,420,16,58
13372,369,630,6,30
13373,400,560,11,36
13374,595,630,36,51
13375,440,695,31,40
13376,380,400,19,27
13377,185,218,5,51
13378,600,610,35,39
13379,193,390,3,58
13380,250,560,6,38
13381,187,195,3,16
13382,245,315,32,38
13383,180,300,22,37
13384,210,289,4,31
13385,770,955,33,53
13386,660,820,34,44
13387,545,640,28,32
13388,327,780,5,37
13389,481,550,33,44
13390,245,256,17,18
13391,343,375,19,24
13392,380,575,26,50
13393,220,300,5,32
13394,210,495,5,47
13395,275,500,11,32
13396,250,429,20,35
13397,429,600,35,50
13398,425,425,43,45
13399,190,315,14,33
13400,238,599,9,55
13401,415,445,19,28
13402,211,225,8,21
13403,360,370,11,20
13404,365,680,14,35
13405,188,219,3,21
13406,318,500,6,27
13407,229,559,11,53
13408,550,570,57,58
13409,550,635,22,26
13410,215,299,30,37
13411,365,365,57,58
13412,219,289,7,19
13413,239,429,30,61
13414,232,239,57,58
13415,379,579,28,38
13416,187,425,6,48
13417,210,269,3,31
13418,266,775,10,57
13419,150,205,6,30
13420,570,760,29,46
13421,490,655,32,37
13422,350,580,23,39
13423,290,315,17,24
13424,185,410,18,46
13425,895,1350,27,38
13426,680,700,40,53
13427,182,325,19,32
13428,450,494,22,25
13429,209,450,4,39
13430,420,535,24,31
13431,660,660,25,29
13432,250,345,12,26
13433,170,210,11,32
13434,1205,1256,58,59
13435,289,445,20,33
13436,215,389,4,31
13437,229,385,3,27
13438,919,1135,38,54
13439,510,675,22,33
13440,270,335,1,6
13441,269,380,27,34
13442,570,948,27,57
13443,290,535,21,37
13444,290,400,25,36
13445,330,465,24,31
13446,259,450,2,35
13447,235,400,5,29
13448,275,275,24,26
13449,330,950,6,36
13450,235,255,12,34
13451,325,460,17,32
13452,635,865,29,43
13453,430,925,22,50
13454,222,280,13,25
13455,940,1230,13,29
13456,238,415,30,38
13457,295,340,14,23
13458,265,319,12,14
13459,125,260,39,49
13460,460,460,58,59
13461,260,400,9,11
13462,520,556,14,60
13463,780,780,59,60
13464,340,399,36,47
13465,300,305,22,29
13466,320,487,27,39
13467,370,730,6,32
13468,1250,1410,54,64
13469,209,319,3,30
13470,369,535,22,43
13471,165,289,28,54
13472,410,450,39,47
13473,225,510,4,39
13474,194,349,3,53
13475,240,575,4,53
13476,330,439,5,28
13477,370,555,32,46
13478,485,570,23,30
13479,710,710,64,65
13480,218,269,6,22
13481,220,259,21,31
13482,550,560,39,44
13483,435,435,35,36
13484,255,430,20,31
13485,235,649,14,38
13486,185,450,14,58
13487,300,725,13,54
13488,221,395,13,47
13489,255,519,12,63
13490,340,785,10,51
13491,625,700,35,38
13492,420,625,9,30
13493,609,634,62,63
13494,240,451,19,43
13495,271,650,15,54
13496,382,540,10,26
13497,195,460,35,40
13498,684,700,39,57
13499,235,325,15,30
13500,240,440,25,37
13501,375,489,30,44
13502,230,285,7,25
13503,229,229,3,4
13504,413,540,22,32
13505,179,385,5,38
13506,400,440,13,18
13507,610,850,32,45
13508,190,195,2,18
13509,270,410,31,37
13510,420,585,30,50
13511,420,830,11,37
13512,170,360,9,38
13513,229,295,14,30
13514,385,799,26,38
13515,150,339,7,60
13516,479,575,32,38
13517,185,200,4,31
13518,299,460,31,53
13519,185,285,3,39
13520,230,415,10,31
13521,415,620,31,54
13522,300,465,17,32
13523,225,225,9,10
13524,300,399,44,59
13525,450,460,55,65
13526,265,525,6,35
13527,375,529,34,56
13528,520,600,61,66
13529,280,280,29,30
13530,280,450,30,60
13531,230,329,7,30
13532,450,530,13,25
13533,210,545,13,55
13534,192,333,2,33
13535,400,465,35,54
13536,190,349,17,33
13537,149,195,12,31
13538,750,1030,28,39
13539,390,429,36,38
13540,255,478,17,37
13541,465,560,31,55
13542,165,249,31,52
13543,160,260,23,56
13544,310,600,14,47
13545,335,375,36,37
13546,350,474,30,32
13547,180,420,20,47
13548,370,680,22,64
13549,244,560,23,54
13550,560,660,27,29
13551,330,470,25,34
13552,470,470,34,35
13553,170,230,4,26
13554,230,450,26,44
13555,240,295,31,34
13556,254,325,3,22
13557,209,430,28,56
13558,359,489,29,37
13559,220,540,11,52
13560,500,570,36,43
13561,299,490,2,29
13562,330,565,24,37
13563,589,715,61,66
13564,700,700,54,56
13565,248,652,12,58
13566,255,379,29,37
13567,290,780,16,53
13568,170,209,6,31
13569,209,450,31,54
13570,215,560,21,55
13571,190,510,4,39
13572,170,230,5,32
13573,320,630,2,38
13574,450,700,30,61
13575,260,425,17,35
13576,305,417,22,34
13577,390,640,27,37
13578,710,925,32,39
13579,245,315,17,35
13580,250,455,21,37
13581,455,535,39,57
13582,180,280,9,36
13583,520,560,60,61
13584,230,365,31,37
13585,365,608,37,56
13586,230,475,11,37
13587,210,280,24,34
13588,295,590,3,37
13589,304,380,4,30
13590,719,750,61,65
13591,385,490,31,51
13592,480,620,34,46
13593,189,450,18,46
13594,335,474,34,46
13595,175,325,7,38
13596,345,469,26,35
13597,375,605,29,47
13598,315,470,13,31
13599,190,450,13,61
13600,255,675,6,63
13601,195,215,3,30
13602,110,168,2,11
13603,270,750,5,45
13604,600,625,36,37
13605,625,670,37,45
13606,320,625,22,49
13607,480,650,31,52
13608,325,510,33,46
13609,180,265,12,28
13610,300,680,5,51
13611,265,429,14,34
13612,400,800,28,53
13613,235,450,16,36
13614,280,439,27,35
13615,290,309,2,10
13616,240,575,10,46
13617,260,444,13,35
13618,265,345,24,39
13619,475,540,58,59
13620,415,550,30,37
13621,290,495,30,44
13622,540,540,56,59
13623,179,199,5,32
13624,238,350,35,57
13625,157,200,3,33
13626,300,585,24,51
13627,462,630,22,33
13628,339,489,34,38
13629,259,450,29,66
13630,520,550,27,29
13631,179,315,30,39
13632,175,249,13,33
13633,275,400,10,29
13634,119,140,2,35
13635,500,650,31,39
13636,325,410,28,35
13637,240,370,9,34
13638,450,450,61,62
13639,257,300,6,26
13640,240,360,22,31
13641,170,350,7,53
13642,160,419,6,43
13643,150,370,6,53
13644,270,475,59,65
13645,245,400,5,35
13646,399,499,35,52
13647,250,350,3,32
13648,355,565,7,64
13649,257,510,25,47
13650,280,280,34,35
13651,142,360,11,57
13652,153,180,6,35
13653,230,395,17,33
13654,155,400,5,57
13655,170,330,3,45
13656,195,238,10,13
13657,185,299,20,56
13658,250,335,7,29
13659,220,339,17,33
13660,365,365,36,37
13661,195,259,24,37
13662,112,200,6,37
13663,310,420,16,37
13664,155,195,5,17
13665,183,300,17,30
13666,320,489,30,39
13667,460,610,33,50
13668,988,988,63,65
13669,300,590,3,39
13670,200,269,7,18
13671,190,329,27,30
13672,310,560,10,32
13673,170,550,7,57
13674,185,210,8,33
13675,177,185,5,24
13676,400,560,26,34
13677,560,590,34,35
13678,220,345,30,45
13679,175,245,12,26
13680,205,425,10,56
13681,285,510,23,34
13682,225,335,9,30
13683,209,241,5,12
13684,220,330,9,38
13685,300,340,56,57
13686,160,220,4,19
13687,215,262,23,33
13688,430,550,55,66
13689,184,210,31,38
13690,364,539,33,53
13691,270,700,10,48
13692,230,285,27,31
13693,230,545,5,36
13694,370,560,6,33
13695,350,555,26,37
13696,245,335,8,24
13697,309,350,38,54
13698,590,590,60,62
13699,390,400,27,29
13700,95,132,3,14
13701,210,210,9,21
13702,240,420,26,37
13703,199,535,6,37
13704,225,278,13,25
13705,319,319,33,34
13706,550,690,31,44
13707,245,345,12,32
13708,400,460,1,22
13709,355,570,25,46
13710,230,385,11,43
13711,125,175,14,31
13712,215,270,10,32
13713,379,490,30,37
13714,498,595,30,34
13715,125,260,11,51
13716,210,340,3,37
13717,188,247,12,34
13718,1088,1100,39,55
13719,365,499,16,30
13720,280,305,34,36
13721,180,349,14,52
13722,370,370,57,58
13723,285,460,27,34
13724,295,605,30,54
13725,335,449,11,25
13726,525,699,30,44
13727,130,170,11,15
13728,175,339,10,44
13729,235,235,38,39
13730,298,340,13,25
13731,178,370,12,54
13732,183,300,13,58
13733,219,320,13,57
13734,406,529,23,30
13735,163,185,5,17
13736,225,235,37,45
13737,179,449,15,45
13738,225,350,12,33
13739,195,322,14,47
13740,280,585,15,50
13741,230,450,12,55
13742,260,260,38,39
13743,157,325,10,50
13744,540,610,56,66
13745,400,400,63,65
13746,350,350,35,38
13747,220,255,11,30
13748,236,385,16,36
13749,275,400,18,37
13750,520,905,9,53
13751,210,260,20,34
13752,180,200,13,29
13753,230,285,15,32
13754,600,650,38,51
13755,205,445,19,44
13756,205,225,5,17
13757,155,185,6,23
13758,150,170,10,25
13759,260,340,3,28
13760,375,470,34,37
13761,180,211,17,24
13762,200,359,18,49
13763,259,550,14,43
13764,208,259,16,38
13765,180,359,22,45
13766,559,759,31,46
13767,196,350,15,51
13768,190,310,23,54
13769,430,432,58,59
13770,160,215,2,23
13771,450,530,38,51
13772,185,280,16,35
13773,229,539,13,54
13774,180,479,18,51
13775,480,500,32,38
13776,167,229,13,27
13777,300,490,35,53
13778,400,400,45,48
13779,175,180,15,31
13780,455,455,47,48
13781,235,315,12,27
13782,164,190,6,22
13783,250,325,9,30
13784,260,260,33,34
13785,270,615,14,58
13786,260,660,17,53
13787,264,510,11,59
13788,285,440,16,34
13789,440,550,34,57
13790,211,470,37,46
13791,265,370,39,46
13792,239,240,14,15
13793,145,250,16,47
13794,180,415,12,47
13795,320,481,33,39
13796,230,370,2,26
13797,470,470,60,62
13798,239,360,25,47
13799,280,640,10,66
13800,260,425,10,34
13801,185,409,13,54
13802,281,310,15,24
13803,325,500,32,43
13804,287,549,17,47
13805,240,479,29,64
13806,259,550,31,64
13807,210,280,14,29
13808,449,565,36,47
13809,235,359,29,45
13810,235,479,16,44
13811,575,855,28,58
13812,265,626,13,62
13813,254,530,13,56
13814,220,319,24,39
13815,230,230,16,17
13816,230,520,17,46
13817,215,250,3,21
13818,215,389,25,47
13819,1098,1098,58,62
13820,598,830,21,31
13821,195,235,13,22
13822,450,452,57,58
13823,265,550,4,39
13824,200,240,24,34
13825,174,190,5,19
13826,190,290,19,38
13827,570,630,57,66
13828,185,295,16,35
13829,290,585,24,55
13830,250,289,17,30
13831,250,385,10,36
13832,264,350,19,34
13833,190,330,4,35
13834,229,385,6,36
13835,225,247,16,31
13836,220,280,21,36
13837,535,830,37,53
13838,750,920,12,30
13839,229,249,4,15
13840,310,412,33,46
13841,250,320,14,30
13842,360,529,31,51
13843,279,492,17,38
13844,300,620,16,54
13845,185,230,7,33
13846,197,300,18,39
13847,195,275,22,33
13848,215,401,18,47
13849,595,610,35,37
13850,400,475,33,38
13851,895,1065,36,53
13852,950,1100,54,60
13853,289,299,6,7
13854,795,860,38,45
13855,520,589,58,61
13856,365,450,32,34
13857,450,460,34,51
13858,485,488,35,36
13859,199,300,23,42
13860,244,295,14,33
13861,229,275,14,31
13862,155,239,1,25
